Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
15-May-18,10812.6,10929.2,10781.4,10801.85,262202312,13582.7
16-May-18,10751.95,10790.45,10699.7,10741.1,238221884,11359.48
17-May-18,10775.6,10777.25,10664.5,10682.7,220738923,12506.3
18-May-18,10671.85,10674.95,10589.1,10596.4,229908939,13908.47
21-May-18,10616.7,10621.7,10505.8,10516.7,197294184,11346.13
22-May-18,10518.45,10558.6,10490.55,10536.7,249236637,12017.36
23-May-18,10521.1,10533.55,10417.8,10430.35,299919120,13456.6
24-May-18,10464.85,10535.15,10419.8,10513.85,306792497,12914.16
25-May-18,10533.05,10628.05,10524,10605.15,268914888,12431.16
28-May-18,10648.35,10709.8,10640.55,10688.65,239786001,11764.35
29-May-18,10689.4,10717.25,10616.1,10633.3,232761575,11817.39
30-May-18,10579,10648.7,10558.45,10614.35,246124259,12224.76
31-May-18,10670.1,10763.8,10620.4,10736.15,629198569,29479.77
1-Jun-18,10738.45,10764.75,10681.5,10696.2,227355567,12965.01
4-Jun-18,10765.95,10770.3,10618.35,10628.5,210148313,14120.49
5-Jun-18,10630.7,10633.15,10550.9,10593.15,172898027,10027.54
6-Jun-18,10603.45,10698.35,10587.5,10684.65,195761429,9920.75
7-Jun-18,10722.6,10818,10722.6,10768.35,227663151,11315.24
8-Jun-18,10736.4,10779.45,10709.05,10767.65,215942528,12360.88
11-Jun-18,10781.85,10850.55,10777.05,10786.95,217849903,11384.97
12-Jun-18,10816.15,10856.55,10789.4,10842.85,204419184,11989.07
13-Jun-18,10887.5,10893.25,10842.65,10856.7,220003032,12982.8
14-Jun-18,10832.9,10833.7,10773.55,10808.05,190031664,11659.79
15-Jun-18,10808.65,10834,10755.4,10817.7,314764425,19271.43
18-Jun-18,10830.2,10830.2,10787.35,10799.85,202727202,11182.48
19-Jun-18,10789.45,10789.45,10701.2,10710.45,231382790,12290.16
20-Jun-18,10734.65,10781.8,10724.05,10772.05,199467082,10858.35
21-Jun-18,10808.45,10809.6,10725.9,10741.1,230507383,12211.18
22-Jun-18,10742.7,10837,10710.45,10821.85,236898415,13520.01
25-Jun-18,10822.9,10831.05,10753.05,10762.45,236693278,12012.41
26-Jun-18,10742.7,10805.25,10732.55,10769.15,226846382,12113.53
27-Jun-18,10785.5,10785.5,10652.4,10671.4,253620792,13837.03
28-Jun-18,10660.8,10674.2,10557.7,10589.1,363157327,20187.98
29-Jun-18,10612.85,10723.05,10612.35,10714.3,250327878,14440.17
2-Jul-18,10732.35,10736.15,10604.65,10657.3,304536687,13591.3
3-Jul-18,10668.6,10713.3,10630.25,10699.9,208371545,10896.89
4-Jul-18,10715,10777.15,10677.75,10769.9,179268271,10388.69
5-Jul-18,10786.05,10786.05,10726.25,10749.75,227267176,13676.58
6-Jul-18,10744.15,10816.35,10735.05,10772.65,256547706,14006.48
9-Jul-18,10838.3,10860.35,10807.15,10852.9,189331016,10843.92
10-Jul-18,10902.75,10956.9,10876.65,10947.25,203061980,12834.85
11-Jul-18,10956.4,10976.65,10923,10948.3,229211999,15944.45
12-Jul-18,11006.95,11078.3,10999.65,11023.2,256034815,15787.28
13-Jul-18,11056.9,11071.35,10999.75,11018.9,241670818,14744.56
16-Jul-18,11018.95,11019.5,10926.25,10936.85,216971413,13709.57
17-Jul-18,10939.65,11018.5,10925.6,11008.05,217107580,12649.4
18-Jul-18,11060.2,11076.2,10956.3,10980.45,232502459,13320.2
19-Jul-18,10999.5,11006.5,10935.45,10957.1,222056399,12199.98
20-Jul-18,10963.5,11030.25,10946.2,11010.2,193144113,14105.94
23-Jul-18,11019.85,11093.4,11010.95,11084.75,236153085,14932.51
24-Jul-18,11109,11143.4,11092.5,11134.3,212247395,13931.15
25-Jul-18,11148.4,11157.15,11113.25,11132,212333169,12528.8
26-Jul-18,11132.95,11185.85,11125.7,11167.3,376657398,21595.33
27-Jul-18,11232.75,11283.4,11210.25,11278.35,324343457,15203.09
30-Jul-18,11296.65,11328.1,11261.45,11319.55,287435926,14716.66
31-Jul-18,11311.05,11366,11267.75,11356.5,264430889,15297.4
1-Aug-18,11359.8,11390.55,11313.55,11346.2,278012697,14436.12
2-Aug-18,11328.9,11328.9,11234.95,11244.7,216533127,12267.66
3-Aug-18,11297.8,11368,11294.55,11360.8,225146360,12984.66
6-Aug-18,11401.5,11427.65,11370.6,11387.1,210002582,11321.55
7-Aug-18,11423.15,11428.95,11359.7,11389.45,233409612,12457.71
8-Aug-18,11412.5,11459.95,11379.3,11450,217047641,12422.62
9-Aug-18,11493.25,11495.2,11454.1,11470.7,311521403,15842.76
10-Aug-18,11474.95,11478.75,11419.65,11429.5,336424182,15738.26
13-Aug-18,11369.6,11406.3,11340.3,11355.75,254466760,12899.22
14-Aug-18,11381.7,11452.45,11370.8,11435.1,239841680,13935.35
16-Aug-18,11397.15,11449.85,11366.25,11385.05,299610298,17081.62
17-Aug-18,11437.15,11486.45,11431.8,11470.75,241985503,13275.31
20-Aug-18,11502.1,11565.3,11499.65,11551.75,239843358,14119.93
21-Aug-18,11576.2,11581.75,11539.6,11570.9,231063669,13528.83
23-Aug-18,11620.7,11620.7,11546.7,11582.75,256163842,16117.77
24-Aug-18,11566.6,11604.6,11532,11557.1,225604574,13019.55
27-Aug-18,11605.85,11700.95,11595.6,11691.95,205689327,11707.5
28-Aug-18,11731.95,11760.2,11710.5,11738.5,249420312,13946.7
29-Aug-18,11744.95,11753.2,11678.85,11691.9,259351550,14324.65
30-Aug-18,11694.75,11698.8,11639.7,11676.8,323450305,18275.54
31-Aug-18,11675.85,11727.65,11640.1,11680.5,357230312,20755.73
3-Sep-18,11751.8,11751.8,11567.4,11582.35,241726864,16139.58
4-Sep-18,11598.75,11602.55,11496.85,11520.3,262701030,16254.78
5-Sep-18,11514.85,11542.65,11393.85,11476.95,253689858,15078.23
6-Sep-18,11514.15,11562.25,11436.05,11536.9,255558129,15161
7-Sep-18,11558.25,11603,11484.4,11589.1,305029077,16441.02
10-Sep-18,11570.25,11573,11427.3,11438.1,295597988,16513.89
11-Sep-18,11476.85,11479.4,11274,11287.5,318093125,18745.54
12-Sep-18,11340.1,11380.75,11250.2,11369.9,276509748,15567.9
14-Sep-18,11443.5,11523.25,11430.55,11515.2,285218296,16423.36
17-Sep-18,11464.95,11464.95,11366.9,11377.75,207620518,11294.84
18-Sep-18,11381.55,11411.45,11268.95,11278.9,248298794,13814.11
19-Sep-18,11326.65,11332.05,11210.9,11234.35,258424384,15116.69
21-Sep-18,11271.3,11346.8,10866.45,11143.1,741153209,35131.19
24-Sep-18,11164.4,11170.15,10943.6,10967.4,398815949,23023.34
25-Sep-18,10969.95,11080.6,10882.85,11067.45,417548830,22878.57
26-Sep-18,11145.55,11145.55,10993.05,11053.8,351041146,17803.68
27-Sep-18,11079.8,11089.45,10953.35,10977.55,418210067,22582.86
28-Sep-18,11008.1,11034.1,10850.3,10930.45,492894147,23227.86
1-Oct-18,10930.9,11035.65,10821.55,11008.3,398987274,20391.72
3-Oct-18,10982.7,10989.05,10843.75,10858.25,398756507,21225.59
4-Oct-18,10754.7,10754.7,10547.25,10599.25,438202008,23711.57
5-Oct-18,10514.1,10540.65,10261.9,10316.45,625153832,25254.21
8-Oct-18,10310.15,10398.35,10198.4,10348.05,470279031,22130.94
9-Oct-18,10390.3,10397.6,10279.35,10301.05,443795275,18285.41
10-Oct-18,10331.85,10482.35,10318.25,10460.1,373844130,19592.59
11-Oct-18,10169.8,10335.95,10138.6,10234.65,498509417,21907.13
12-Oct-18,10331.55,10492.45,10322.15,10472.5,354056762,18606.04
15-Oct-18,10524.2,10526.3,10410.15,10512.5,267517728,14372.15
16-Oct-18,10550.15,10604.9,10525.3,10584.75,273444095,15453.03
17-Oct-18,10688.7,10710.15,10436.45,10453.05,293586908,17173.14
19-Oct-18,10339.7,10380.1,10249.6,10303.55,368552204,20505.66
22-Oct-18,10405.85,10408.55,10224,10245.25,306472776,17241.94
23-Oct-18,10152.6,10222.1,10102.35,10146.8,312042090,18114.71
24-Oct-18,10278.15,10290.65,10126.7,10224.75,362272428,19413.24
25-Oct-18,10135.05,10166.6,10079.3,10124.9,522421914,23503.76
26-Oct-18,10122.35,10128.85,10004.55,10030,375563273,16120.14
29-Oct-18,10078.1,10275.3,10020.35,10250.85,375749433,17514.85
30-Oct-18,10239.4,10285.1,10175.35,10198.4,298753965,14789.51
31-Oct-18,10209.55,10396,10105.1,10386.6,386618948,21513.85
1-Nov-18,10441.7,10441.9,10341.9,10380.45,359340403,18111.88
2-Nov-18,10462.3,10606.95,10457.7,10553,434175607,21758.8
5-Nov-18,10558.75,10558.8,10477,10524,311176379,14761.17
6-Nov-18,10552,10600.25,10491.45,10530,309878810,14006.19
7-Nov-18,10614.45,10616.45,10582.3,10598.4,32194181,1534.08
9-Nov-18,10614.7,10619.55,10544.85,10585.2,305817331,15294.83
12-Nov-18,10607.8,10645.5,10464.05,10482.2,267710127,13445.33
13-Nov-18,10451.9,10596.25,10440.55,10582.5,262541595,13078.98
14-Nov-18,10634.9,10651.6,10532.7,10576.3,396373781,19374.89
15-Nov-18,10580.6,10646.5,10557.5,10616.7,306011926,14937.67
16-Nov-18,10644,10695.15,10631.15,10682.2,353384918,16728.88
19-Nov-18,10731.25,10774.7,10688.8,10763.4,280522364,13540.9
20-Nov-18,10740.1,10740.85,10640.85,10656.2,304322623,13077.24
21-Nov-18,10670.95,10671.3,10562.35,10600.05,310191008,15382.32
22-Nov-18,10612.65,10646.25,10512,10526.75,246926671,12254.36
26-Nov-18,10568.3,10637.8,10489.75,10628.6,332863041,15927.25
27-Nov-18,10621.45,10695.15,10596.35,10685.6,382834178,17296.28
28-Nov-18,10708.75,10757.8,10699.85,10728.85,437627174,17737.28
29-Nov-18,10808.7,10883.05,10782.35,10858.7,712650890,26283.43
30-Nov-18,10892.1,10922.45,10835.1,10876.75,467857329,19964.33
3-Dec-18,10930.7,10941.2,10845.35,10883.75,422358631,18484.91
4-Dec-18,10877.1,10890.95,10833.35,10869.5,332137359,15857.16
5-Dec-18,10820.45,10821.05,10747.95,10782.9,322019985,15176.26
6-Dec-18,10718.15,10722.65,10588.25,10601.15,328275196,16488.87
7-Dec-18,10644.8,10704.55,10599.35,10693.7,335849636,18597.83
10-Dec-18,10508.7,10558.85,10474.95,10488.45,393097292,16524.36
11-Dec-18,10350.05,10567.15,10333.85,10549.15,438699334,20112.91
12-Dec-18,10591,10752.2,10560.8,10737.6,371697496,17447.45
13-Dec-18,10810.75,10838.6,10749.5,10791.55,387810061,17582.8
14-Dec-18,10784.5,10815.75,10752.1,10805.45,350579275,14486.1
17-Dec-18,10853.2,10900.35,10844.85,10888.35,306145514,12528.59
18-Dec-18,10850.9,10915.4,10819.1,10908.7,294942271,13556.45
19-Dec-18,10930.55,10985.15,10928,10967.3,321801803,17172.64
20-Dec-18,10885.2,10962.55,10880.05,10951.7,328802751,14945.94
21-Dec-18,10944.25,10963.65,10738.65,10754,389235107,18663.85
24-Dec-18,10780.9,10782.3,10649.25,10663.5,230291344,10695.6
26-Dec-18,10635.45,10747.5,10534.55,10729.85,271942701,12831.99
27-Dec-18,10817.9,10834.2,10764.45,10779.8,470160392,19119.88
28-Dec-18,10820.95,10893.6,10817.15,10859.9,253086507,12615.01
31-Dec-18,10913.2,10923.55,10853.2,10862.55,186494657,10176.13
1-Jan-19,10881.7,10923.6,10807.1,10910.1,159404542,8688.26
2-Jan-19,10868.85,10895.35,10735.05,10792.5,309665939,15352.25
3-Jan-19,10796.8,10814.05,10661.25,10672.25,286241745,15030.45
4-Jan-19,10699.7,10741.05,10628.65,10727.35,296596655,14516.74
7-Jan-19,10804.85,10835.95,10750.15,10771.8,269371080,12731.29
8-Jan-19,10786.25,10818.45,10733.25,10802.15,277697672,13433.48
9-Jan-19,10862.4,10870.4,10749.4,10855.15,333010535,16213.3
10-Jan-19,10859.35,10859.35,10801.8,10821.6,254365477,12031.26
11-Jan-19,10834.75,10850.15,10739.4,10794.95,260792200,13084.6
14-Jan-19,10807,10808,10692.35,10737.6,298774178,12732.57
15-Jan-19,10777.55,10896.95,10777.55,10886.8,310737078,14879.91
16-Jan-19,10899.65,10928.15,10876.9,10890.3,276539042,13081.63
17-Jan-19,10920.85,10930.65,10844.65,10905.2,271676319,13215.83
18-Jan-19,10914.85,10928.2,10852.2,10906.95,323814108,16408.83
21-Jan-19,10919.35,10987.45,10885.75,10961.85,288829125,17289.7
22-Jan-19,10949.8,10949.8,10864.15,10922.75,300768112,17483.62
23-Jan-19,10931.05,10944.8,10811.95,10831.5,298876314,14736.91
24-Jan-19,10844.05,10866.6,10798.65,10849.8,361082096,15298.48
25-Jan-19,10859.75,10931.7,10756.45,10780.55,463444758,20542.36
28-Jan-19,10792.45,10804.45,10630.95,10661.55,419682627,21144.33
29-Jan-19,10653.7,10690.35,10583.65,10652.2,356908994,18832.06
30-Jan-19,10702.25,10710.2,10612.85,10651.8,410107910,21214.81
31-Jan-19,10690.55,10838.05,10678.55,10830.95,604818027,27471.18
1-Feb-19,10851.35,10983.45,10813.45,10893.65,482272661,23112.37
4-Feb-19,10876.75,10927.9,10814.15,10912.25,318300039,15478.81
5-Feb-19,10908.65,10956.7,10886.7,10934.35,268095127,13435.13
6-Feb-19,10965.1,11072.6,10962.7,11062.45,298510497,15172.85
7-Feb-19,11070.45,11118.1,11043.6,11069.4,263544426,13542.69
8-Feb-19,11023.5,11041.2,10925.45,10943.6,352787419,15507.05
11-Feb-19,10930.9,10930.9,10857.1,10888.8,285985383,13818.92
12-Feb-19,10879.7,10910.9,10823.8,10831.4,292314643,14424.78
13-Feb-19,10870.55,10891.65,10772.1,10793.65,321958549,15360.98
14-Feb-19,10786.1,10792.7,10718.75,10746.05,627041405,20797.41
15-Feb-19,10780.25,10785.75,10620.4,10724.4,521876968,20733.95
18-Feb-19,10738.65,10759.9,10628.4,10640.95,345440240,14903.19
19-Feb-19,10636.7,10722.85,10585.65,10604.35,291507060,13765.01
20-Feb-19,10655.45,10752.7,10646.4,10735.45,289195306,13209.71
21-Feb-19,10744.1,10808.85,10721.5,10789.85,279584955,14758.5
22-Feb-19,10782.7,10801.55,10758.4,10791.65,396846597,24386.42
25-Feb-19,10813.25,10887.1,10788.05,10880.1,385905142,16466.09
26-Feb-19,10775.3,10888.75,10729.3,10835.3,414954476,19186.75
27-Feb-19,10881.2,10939.7,10751.2,10806.65,381080073,18313.85
28-Feb-19,10865.7,10865.7,10784.85,10792.5,644159018,27123.34
1-Mar-19,10842.65,10877.9,10823.1,10863.5,308526309,15010.06
5-Mar-19,10864.85,10994.9,10817,10987.45,373220239,17960.03
6-Mar-19,11024.85,11062.3,10998.85,11053,372550850,17850.93
7-Mar-19,11077.95,11089.05,11027.1,11058.2,321208766,15321.68
8-Mar-19,11038.85,11049,11008.95,11035.4,326569833,14369.77
11-Mar-19,11068.75,11180.9,11059.85,11168.05,352242287,17349.95
12-Mar-19,11231.35,11320.4,11227,11301.2,391310519,20861.35
13-Mar-19,11326.2,11352.3,11276.6,11341.7,382996187,20851.67
14-Mar-19,11382.5,11383.45,11313.75,11343.25,294480678,15661.05
15-Mar-19,11376.85,11487,11370.8,11426.85,463704896,25143.26
18-Mar-19,11473.85,11530.15,11412.5,11462.2,320250041,16942.22
19-Mar-19,11500.3,11543.85,11451.25,11532.4,326099667,16179.92
20-Mar-19,11553.35,11556.1,11503.1,11521.05,366298049,18311.44
22-Mar-19,11549.2,11572.8,11434.55,11456.9,386193935,19755.74
25-Mar-19,11395.65,11395.65,11311.6,11354.25,294459196,14101.14
26-Mar-19,11375.2,11496.75,11352.45,11483.25,282575496,14611.68
27-Mar-19,11531.45,11546.2,11413,11445.05,350446089,18356.52
28-Mar-19,11463.65,11588.5,11452.45,11570,527678809,25719.65
29-Mar-19,11625.45,11630.35,11570.15,11623.9,416276981,20515.25
1-Apr-19,11665.2,11738.1,11644.75,11669.15,379572660,18977.99
2-Apr-19,11711.55,11729.35,11655.85,11713.2,386131413,18673.7
3-Apr-19,11735.3,11761,11629.15,11643.95,365760070,19050.95
4-Apr-19,11660.2,11662.55,11559.2,11598,349029830,19713.01
5-Apr-19,11638.4,11689.65,11609.5,11665.95,266665797,15000.35
8-Apr-19,11704.35,11710.3,11549.1,11604.5,260932608,14203.96
9-Apr-19,11612.05,11683.9,11569.7,11671.95,300467538,15984.39
10-Apr-19,11646.85,11680.05,11571.75,11584.3,359941110,22258.46
11-Apr-19,11592.55,11606.7,11550.55,11596.7,279775726,14332.2
12-Apr-19,11612.85,11657.35,11578.8,11643.45,246006184,13598.61
15-Apr-19,11667,11704.6,11648.25,11690.35,289996075,15635.79
16-Apr-19,11736.2,11810.95,11731.55,11787.15,354315040,17585.48
18-Apr-19,11856.15,11856.15,11738.5,11752.8,339653709,18271.27
22-Apr-19,11727.05,11727.05,11583.95,11594.45,260356055,13754.12
23-Apr-19,11612.95,11645.95,11564.8,11575.95,272544486,14500.53
24-Apr-19,11601.5,11740.85,11578.85,11726.15,335196513,17046.66
25-Apr-19,11735.7,11796.75,11624.3,11641.8,604360395,28254.3
26-Apr-19,11683.75,11762.9,11661.75,11754.65,333483764,18098.83
30-Apr-19,11748.75,11756.25,11655.9,11748.15,532630874,23324.98
2-May-19,11725.55,11789.3,11699.55,11724.75,380278045,17790.06
3-May-19,11722.6,11770.9,11699.35,11712.25,305519934,15156.32
6-May-19,11605.8,11632.55,11571.35,11598.25,299046480,14703.42
7-May-19,11651.5,11657.05,11484.45,11497.9,337495624,16632.84
8-May-19,11478.7,11479.1,11346.95,11359.45,372826025,17440.01
9-May-19,11322.4,11357.6,11255.05,11301.8,373028059,17602.86
10-May-19,11314.15,11345.8,11251.05,11278.9,387323416,18085.19
13-May-19,11258.7,11300.2,11125.6,11148.2,357586433,16722.91
